Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
Matislaw,,13,30.80%,5,3,1.8,6.2,8.6,389,70.80%,29.5,670,0.84,0.38,0.15,0.13,-125,-2,22,7.70%,0%,0,3
Matixx,,14,35.70%,2.6,3.6,2.7,3.4,7.7,374,55.30%,21.2,531,0.82,0.35,0.13,0.03,-414,-6,-395,14.30%,28.60%,0,7
Mauki,,13,53.80%,5.3,4.9,2.3,7.3,9.3,459,72.70%,25.7,775,1.07,0.39,0.25,0.09,326,17,626,7.70%,7.70%,0,3
Maxi,,33,60.60%,5.9,2.2,2,9.3,6.1,347,80.70%,20.2,520,1.18,0.24,0.29,0.2,52,5,171,42.40%,9.10%,0,5
Maximillion,,15,73.30%,4.6,5.6,3.1,8.7,8.1,443,64.20%,25.9,774,1.18,0.46,0.16,0.17,357,-9,156,33.30%,0%,0,9
Maynter,,38,73.70%,3.6,2.2,2.5,6.7,7.4,379,49.80%,17.6,506,0.95,0.36,0.14,0.19,38,-3,38,13.20%,7.90%,0,6
MeLoNiK,,34,64.70%,2.8,2.1,2.5,5,8.5,402,50.20%,22.5,598,1.05,0.39,0.12,0.11,539,13,290,23.50%,11.80%,0,17
Meech,,11,27.30%,2.3,2.9,3,4.1,7.9,392,62.50%,22.9,603,1.14,0.42,0.29,0.09,-660,-25,-798,18.20%,18.20%,0,1
Mega1,,18,61.10%,2.5,0.9,4.1,9.3,1,248,68.10%,7,171,3.4,1.74,0.4,0.42,18,-9,-146,11.10%,11.10%,0,-
MegaJ,,4,0%,2.4,1.3,3.8,7.8,5.4,300,56.40%,13.7,324,0.78,0.35,0.11,0.12,-316,-21,-25,50%,0%,0,2
Meifan,,17,29.40%,2,2.6,4.6,6.6,6.8,359,52%,19.9,519,0.96,0.34,0.19,0.14,-573,-10,-292,35.30%,23.50%,0,7
Meliodas,,30,26.70%,3.2,2.4,2.8,6.5,6.4,352,73.20%,20.2,508,1.44,0.43,0.31,0.33,-73,-5,-151,30%,3.30%,0,1
Mentos,,26,46.20%,4.5,4.9,2.5,6.6,8.8,429,66.50%,24.7,696,0.93,0.35,0.21,0.09,-212,0,-92,3.80%,0%,0,4
Mercy9,,33,57.60%,4.1,4.8,2.8,7,9.1,439,65.50%,27.4,696,1.23,0.34,0.32,0.1,134,5,300,21.20%,21.20%,0,16
Meteor,,42,38.10%,3.9,3,2.4,6.5,7.6,379,78.80%,24.6,602,1.75,0.41,0.47,0.19,121,-,-,-,-,-,-
Metroflox,,14,42.90%,3.2,2.9,3,6.8,6.1,349,73.20%,19.2,426,1.38,0.36,0.29,0.26,-124,-6,-239,35.70%,7.10%,0,-
Mettalica,,14,28.60%,2.3,4.4,3.9,4.5,8.2,413,63.80%,27.9,679,1.04,0.41,0.17,0.1,173,-1,-199,28.60%,7.10%,0,10
Mewkyo,,13,38.50%,2.5,2.4,3.8,7.4,6.1,347,74.40%,19.4,397,1.25,0.27,0.29,0.22,-225,2,85,38.50%,23.10%,0,-
Mezza,,4,0%,1.1,0.3,4.3,4.5,2.3,230,73.30%,8.5,175,1.88,0.87,0.24,0.16,124,18,829,25%,25%,0,-
Midir,,11,27.30%,2.1,2.2,3.5,5,7,340,53.40%,15.8,394,0.76,0.29,0.11,0.17,-781,-20,-30,9.10%,9.10%,0,2
Mietek,,19,42.10%,2.1,2.4,3.2,4.4,8.4,385,45.20%,21.7,561,0.78,0.3,0.15,0.1,-89,4,8,10.50%,15.80%,0,10
Mihile,,38,39.50%,2.2,2,2.8,4.2,8.3,380,54.30%,20.5,500,1.1,0.36,0.23,0.18,-288,-4,-4,10.50%,13.20%,0,6
Mikyx,,43,67.40%,2.4,0.8,4.6,10.1,1,256,68.80%,6.9,194,3.95,2.11,0.47,0.51,-19,-6,-264,34.90%,18.60%,0,-
Milica,,33,60.60%,5.7,3.8,1.8,6.7,8.9,423,65.50%,28,683,1.17,0.3,0.27,0.14,227,6,231,18.20%,3%,0,12
Mimic1,,24,58.30%,5.1,4.9,2.2,6.3,8,420,64.30%,22.7,619,1.27,0.49,0.26,0.13,-507,-15,-320,33.30%,4.20%,0,1
Mind,,17,35.30%,2.3,4.2,4.1,5.2,8.2,413,60.10%,27.1,693,1.09,0.4,0.29,0.06,-768,-10,-462,11.80%,0%,0,2
Minec,,3,0%,0.9,1.7,6,3.7,5.7,327,56%,24.9,494,0.72,0.11,0.13,0.07,-814,-25,-1029,33.30%,0%,0,-
Ming,,14,21.40%,2,0.4,3.7,7.1,1.5,234,74.70%,6.4,134,3.03,1.78,0.29,0.52,-113,-,-,-,-,-,-
Miniduke,,21,90.50%,4.4,4.7,2.6,6.6,9.4,473,61.10%,25.4,728,1.27,0.35,0.31,0.15,-142,-6,20,4.80%,14.30%,0,10
Minji,,28,35.70%,3.1,3.9,2.8,4.8,8.9,412,67.80%,27,686,0.91,0.35,0.2,0.15,-369,-6,-130,28.60%,3.60%,0,5
Minous,,37,40.50%,2.6,0.5,3.4,8.3,1.9,253,69.80%,7.1,176,3.19,1.62,0.45,0.45,-69,7,-31,18.90%,18.90%,0,2
Minui,,32,37.50%,3.8,3.7,2.7,6.4,9.1,416,63.80%,21.7,570,0.93,0.39,0.24,0.09,-369,-5,-65,21.90%,6.30%,0,6
Mir,,4,0%,1.9,1.5,2.5,3.3,6,310,72.20%,14.2,231,1.24,0.34,0.25,0.34,-557,-4,-107,0%,50%,0,-
Mireu,,18,22.20%,2.7,4.2,3.2,4.5,9.1,448,69.50%,31.2,766,1.02,0.36,0.27,0.11,301,4,-16,27.80%,5.60%,0,4
Mirrored,,7,57.10%,3.8,4.4,3,6.9,9.3,453,61.60%,26.3,794,1.07,0.38,0.18,0.13,-43,5,279,14.30%,14.30%,0,2
Misaki,,14,35.70%,1.6,1.8,3.7,4.2,7.5,357,48.60%,21.9,516,0.83,0.34,0.1,0.08,-131,0,-90,21.40%,21.40%,0,4
Misanthiel,,32,56.30%,4.2,3,2.4,6.9,7.5,379,51%,20.1,567,0.77,0.26,0.14,0.07,2,2,175,12.50%,6.30%,2,23
Mishigu,,34,52.90%,5.6,5.2,2.2,7.2,8.5,445,69.30%,27.4,755,1.23,0.4,0.33,0.19,74,-3,-34,38.20%,5.90%,0,6
Missing,,38,63.20%,3.1,0.7,3.3,9.6,1.1,249,69.10%,6,156,3.8,2.24,0.43,0.59,3,-,-,-,-,-,-
Mobility,,6,33.30%,6.1,7.2,2.3,7.2,9.6,460,81%,30.3,854,1.1,0.33,0.35,0.07,380,-4,-289,0%,0%,0,2
Moham,,49,77.60%,5,0.6,2.4,11.2,1.4,260,69.90%,7.2,195,3.69,1.91,0.51,0.53,73,7,155,26.50%,4.10%,0,-
Mojito,,8,25%,2,3.9,5.6,7.6,6.5,373,64.10%,22.3,602,1.17,0.25,0.29,0.21,322,8,479,37.50%,0%,0,-
Momochi,,18,33.30%,1.6,0.3,4.3,6.7,1.5,235,63.20%,7.9,175,2.99,1.51,0.38,0.36,-181,7,21,22.20%,16.70%,0,-
Monstrob,,14,21.40%,1.5,2.4,3.9,3.6,8.6,394,55.90%,24.3,512,0.94,0.4,0.17,0.17,-451,-2,-296,35.70%,21.40%,0,4
MooseHater,,5,20%,1.5,0.6,3,3.8,7.5,326,49%,20.9,365,0.64,0.3,0.1,0.01,-1478,-23,-744,0%,20%,0,-
Morgan,,41,19.50%,1.8,2,3.1,3.6,8.2,372,54.90%,21.6,482,1.09,0.37,0.24,0.24,-241,-4,-291,22%,14.60%,0,5
Morttheus,,37,75.70%,9,4.6,1.3,6.9,9.8,459,68.20%,25.7,698,1.55,0.46,0.45,0.17,264,8,378,27%,2.70%,0,2
Moyashi,,4,0%,1.2,2.3,4.5,3,8.5,374,59.40%,23.2,461,0.84,0.37,0.2,0.1,39,24,520,50%,0%,0,-
Mr Jackson,,5,0%,2.4,3.4,4,6.2,6.4,365,65%,22.2,639,1.04,0.26,0.23,0.19,-166,1,150,0%,40%,0,-
Mun,,4,25%,1.8,1,5,8,0.8,238,67.10%,5.9,152,2.75,1.65,0.24,0.51,71,-8,22,25%,0%,0,-
Music,,35,51.40%,3.5,2.8,3.2,8.5,6.2,359,70.90%,17,435,1.3,0.29,0.3,0.18,206,2,-17,25.70%,5.70%,0,3
Mxe,,38,57.90%,3.4,0.7,3.4,10.7,1.2,253,78.90%,6.5,159,3.68,1.91,0.44,0.61,-32,4,116,42.10%,23.70%,0,-
Myrtus,,18,44.40%,2.1,0.7,4.9,9.6,1.1,244,73.80%,6.6,161,3.44,1.63,0.46,0.36,-15,-1,-97,16.70%,27.80%,0,-
Myrwn,,26,38.50%,2.6,2.9,3.1,5.2,8,385,51.10%,22.8,551,1.16,0.35,0.27,0.11,151,-1,141,11.50%,11.50%,0,11
N3znamy,,14,21.40%,2.3,3.1,4.4,7.2,6.6,364,73%,21.1,530,1.21,0.27,0.27,0.18,116,0,40,28.60%,7.10%,0,3
NL,,1,100%,9,2,2,16,7.3,373,41.90%,11.3,569,0.7,0.32,0.07,0.07,-599,-19,-636,0%,0%,0,1
Naak Nako,,50,66%,3.1,3.1,2.9,5.9,7.9,403,54%,19.4,524,0.95,0.37,0.17,0.16,-55,-6,-30,6%,10%,0,32
Naau,,18,11.10%,1.9,2.5,3.5,4.2,5.6,315,78%,18.5,412,1.1,0.2,0.3,0.19,-151,-9,-214,38.90%,0%,0,1
Nadro,,14,35.70%,2.4,0.7,3.7,8.1,0.9,236,66.20%,6.5,143,2.74,1.31,0.27,0.25,-169,0,-78,28.60%,14.30%,0,-
Naehyun,,16,12.50%,2.5,3.4,2.8,3.7,8.8,408,62.90%,25.7,562,1.27,0.47,0.25,0.15,-200,-6,-135,31.30%,0%,0,2
Nafkelah,,2,50%,3.5,2.5,2,4.5,8.4,398,85.30%,30,848,1.01,0.27,0.35,0.06,-742,-4,-412,0%,0%,0,-
Nakyung,,16,56.30%,3.2,4.4,2.8,4.6,9.3,447,57.20%,29.7,743,0.93,0.36,0.19,0.09,102,5,289,37.50%,12.50%,0,15
Namex,,21,47.60%,3.3,3.6,2.8,5.6,6.6,394,66.10%,23.6,637,1.88,0.61,0.42,0.11,-342,-31,-403,19%,4.80%,0,1
Namgung,,46,37%,1.9,0.7,4.1,7.2,1.3,242,62.60%,8.4,219,3.67,2.01,0.51,0.52,-284,-7,-372,19.60%,10.90%,0,-
Namiru,,13,7.70%,2.4,1.8,1.9,2.8,9,384,67%,30.3,583,0.96,0.34,0.28,0.15,-636,-5,-651,15.40%,0%,0,2
Nanaue,,43,74.40%,2.4,3.6,3.8,5.5,7.9,404,51.50%,20.3,618,1.07,0.46,0.17,0.17,-208,-9,-242,9.30%,25.60%,0,28
Nano,,13,53.80%,5.8,6,2.2,6.5,9.2,471,68.30%,28.7,841,1.13,0.37,0.23,0.19,331,2,170,38.50%,7.70%,0,3
Narttaker,,4,0%,0.8,0.5,3.5,2.3,7.4,321,49%,27.9,496,0.6,0.32,0.07,0.02,-1288,-26,-868,25%,0%,0,-
Nash,,18,38.90%,3,0.7,3.2,8.9,1.3,246,69.50%,6.4,147,3.42,1.81,0.42,0.33,6,-2,-174,38.90%,11.10%,0,-
Nasser,,17,47.10%,4.3,3.4,2.8,8.8,5.3,341,74.50%,14.4,363,1.11,0.17,0.27,0.18,124,-6,-146,58.80%,11.80%,0,3
Nasut,,21,38.10%,1.9,3.2,5.4,7.2,6.1,361,70.90%,22.3,595,0.75,0.11,0.21,0.06,-262,4,-26,38.10%,14.30%,0,7
Nata,,32,59.40%,5.4,6.3,2.4,6.4,8.7,461,69.60%,26.4,811,0.96,0.37,0.28,0.03,-23,0,39,31.30%,3.10%,1,16
Nawa,,6,50%,3.8,3.7,2.7,6.5,8.7,413,71.30%,24.7,544,1.22,0.39,0.26,0.12,355,1,27,66.70%,0%,0,-
Neadz,,3,66.70%,4.3,2.3,2,6.3,9.6,435,63%,22.4,579,1.06,0.33,0.23,0.13,496,19,507,33.30%,0%,0,-
Nenad,,33,60.60%,4.8,3.2,1.9,5.9,7.5,383,56%,19.9,494,0.85,0.32,0.11,0.15,-59,-1,153,18.20%,15.20%,0,19
Neo,,20,70%,7,3.4,1.6,7.5,9,434,67.60%,22.6,655,1.46,0.55,0.47,0.21,-125,-2,-179,35%,0%,0,-
Neon,,36,52.80%,4.4,5,2.3,5.1,9.5,451,70%,28.6,738,1.04,0.34,0.28,0.12,403,10,118,27.80%,8.30%,1,8
Neramin,,14,57.10%,5.6,8.6,2.8,6.9,9.2,501,78.30%,30.6,843,0.7,0.25,0.24,0.01,566,5,150,50%,7.10%,0,4
Nero,,13,30.80%,3,2.9,3.1,6.2,6.1,343,74.70%,18.8,424,1.5,0.45,0.32,0.23,-105,-3,-280,38.50%,0%,0,2
Nestuoso,,13,23.10%,2.6,4.2,3.2,3.9,9,422,58.30%,26.1,646,0.95,0.36,0.23,0.06,-503,-2,-436,7.70%,7.70%,0,3
Netuno,,19,47.40%,5.1,3,1.7,5.6,8.3,407,60.60%,24.9,588,1.44,0.55,0.28,0.14,-446,-18,-250,0%,10.50%,0,5
Nexus2,,1,0%,0.8,3,8,3,6.9,344,60%,21.6,454,0.51,0.28,0.14,0,-2782,-30,-758,0%,100%,0,-
Nia,,4,25%,1.3,0.8,6,6.8,1,231,55.50%,4.1,118,3.84,2.03,0.4,0.63,-167,2,-82,0%,75%,0,-
Niceguyben,,25,52%,2.3,2.1,3.8,6.9,7.5,389,48.70%,19.7,568,0.77,0.34,0.11,0.03,210,7,-317,12%,12%,0,7
Nighthawk,,14,35.70%,2,2.6,4.8,7.1,6.3,357,76.20%,20.3,462,1.15,0.2,0.33,0.11,-35,2,168,50%,21.40%,0,2
Niket,,35,37.10%,2.9,0.8,3.3,8.8,1.2,242,75.30%,6.4,143,3.55,2.03,0.48,0.54,-30,-,-,-,-,-,-
Nikola,,29,62.10%,3,0.9,3.1,8.4,2.1,260,69%,7.6,199,2.79,1.44,0.29,0.25,347,22,511,24.10%,6.90%,0,2
Nille,,31,58.10%,3.6,2.2,2.5,6.8,7.7,381,54.60%,19.8,525,1.11,0.54,0.15,0.22,4,0,-126,12.90%,6.50%,0,9
NinjaKiwi,,18,44.40%,3.5,3.6,2.4,4.8,9.3,425,69.10%,28.2,658,1.3,0.4,0.42,0.17,-314,3,-158,22.20%,5.60%,1,1
Nio,,18,22.20%,1.7,0.8,5.6,8.5,1,236,74.90%,7,165,3.12,1.46,0.39,0.39,-151,-2,-227,16.70%,22.20%,0,-
Nisqy,,19,57.90%,3.2,3.7,2.9,5.8,8.9,437,69.80%,27.8,655,1.23,0.5,0.28,0.2,82,-9,-131,31.60%,15.80%,0,5
Nite,,28,67.90%,4.4,4.5,2.5,6.6,8.9,443,54.60%,25.8,758,1.02,0.43,0.15,0.15,-6,5,151,3.60%,10.70%,0,10
Noah,,32,59.40%,5.8,6,1.8,4.7,9.9,470,69.70%,28.1,734,1.12,0.42,0.31,0.11,260,14,304,25%,0%,0,13
Nobody,,20,40%,2.9,4.5,3.7,6.1,9.4,445,67.40%,28.3,763,1.27,0.49,0.26,0.14,-188,-1,-269,30%,20%,0,5
Nogo,,17,29.40%,2.7,4.3,3.5,5.2,9.1,437,59.90%,27.8,845,1.08,0.4,0.28,0.15,-232,-4,-136,17.60%,23.50%,0,4
Noki,,14,35.70%,2.6,0.8,4.1,9.8,1,238,76.70%,7.9,187,2.8,1.43,0.31,0.44,-119,-16,-522,14.30%,14.30%,0,-
Noma,,26,65.40%,5.1,4,2.1,6.6,8.3,428,61.40%,26.3,706,1.2,0.47,0.21,0.13,153,-2,130,38.50%,3.80%,0,7
Noodle,,34,52.90%,4.3,2.4,3.1,11.1,5,337,75.80%,16.5,452,1.01,0.32,0.15,0.15,-134,-13,-257,38.20%,8.80%,0,-
Notiko,,14,42.90%,2.7,5.9,3.9,4.8,8.8,435,69.40%,28.5,681,0.78,0.28,0.24,0.04,-515,-1,-265,21.40%,35.70%,0,2
Novachrono,,17,58.80%,2.4,3.5,3.8,5.5,7.6,410,47.80%,24.8,788,1.21,0.47,0.17,0.14,168,4,250,11.80%,5.90%,0,9
Nox,,13,38.50%,4.5,4,2.5,7,7.8,393,71.90%,23.7,624,0.76,0.32,0.12,0.11,-273,-7,-326,7.70%,0%,0,4
Nsurr,,21,38.10%,2.7,1.1,5.2,13,1.2,260,81%,7.7,200,3.26,1.69,0.43,0.39,-2,3,30,38.10%,9.50%,0,1
NuL1,,18,11.10%,2.2,2.3,2.8,4.1,8.8,385,66.20%,27.1,692,1.1,0.37,0.28,0.17,-604,-5,-141,16.70%,11.10%,0,5
NuQ,,29,75.90%,3.2,4.7,3.8,7.4,7.8,444,55.30%,24.2,752,1.19,0.47,0.16,0.15,931,9,347,44.80%,10.30%,0,29
Nukes,,18,11.10%,1.9,0.8,4.3,7.4,1.2,230,67.60%,8.4,200,3.12,1.54,0.36,0.3,-164,-3,-12,38.90%,5.60%,0,-
Nxi,,17,29.40%,2.5,2.3,3.2,5.6,6.1,335,77.50%,17.2,392,1.17,0.32,0.29,0.19,-299,-5,-196,23.50%,11.80%,0,3
Nykeus,,10,10%,1.1,0.2,5,5.4,1.1,235,70.80%,11,204,2.81,1.28,0.38,0.23,-702,-18,-420,0%,10%,0,-
Nyx,,14,28.60%,2.8,2.2,3.8,8.4,5.7,327,77.20%,16,408,1.21,0.26,0.27,0.17,118,2,95,35.70%,14.30%,0,2
OMON,,26,80.80%,5.1,4.8,2.3,7.2,9.1,468,65%,31.2,916,1.07,0.37,0.22,0.11,221,6,303,23.10%,11.50%,0,17
ON,,46,71.70%,3.6,1.1,3.4,11.2,1.7,280,68.20%,7.1,201,3.56,1.91,0.49,0.53,182,-30,-1061,4.30%,0%,0,-
Oblivione,,4,0%,3,4,3,5,8.9,403,66.60%,25.8,512,1.17,0.56,0.22,0.14,28,-15,-228,25%,25%,0,3
Obstinatus,,33,54.50%,2.7,0.8,3.9,9.9,1.2,255,73.20%,7.1,180,3.49,1.64,0.47,0.44,190,1,125,30.30%,15.20%,0,-
OddEye,,10,30%,1.9,2.4,2.9,3.1,9.2,404,47.10%,23.9,515,1.02,0.37,0.33,0.13,-390,5,76,10%,20%,0,-
Oddie,,32,71.90%,4.4,3.7,2.9,9.1,6.3,368,74.50%,19.6,589,1.43,0.43,0.26,0.23,227,4,309,40.60%,9.40%,0,4
Oleg,,6,66.70%,4.1,3.3,3,8.8,6.5,357,59.40%,15.7,448,1.26,0.31,0.31,0.3,234,10,231,66.70%,0%,0,1
Olleh,,15,20%,1.8,0.2,3.3,5.7,1.2,225,73%,6.8,156,3.6,1.9,0.51,0.55,-376,-14,-488,13.30%,26.70%,0,2
OmulFinn,,7,14.30%,1.1,2.3,4.9,2.9,6.3,331,46.40%,24.4,495,1,0.29,0.16,0.11,-1422,-14,-897,14.30%,28.60%,0,3
On3Sh0t,,12,41.70%,4.4,4.9,2.6,6.3,8.6,420,57.20%,29.7,790,0.88,0.35,0.19,0.1,82,-6,137,25%,8.30%,0,4
OnFleek,,33,57.60%,4.6,3.5,2.7,8.7,6.9,384,74.10%,18.3,486,1.62,0.37,0.39,0.28,218,8,308,36.40%,6.10%,0,3
Onat,,11,27.30%,2.9,3.7,3.2,5.5,8.5,397,63.80%,28.3,721,1.04,0.4,0.24,0.12,-296,-5,-333,18.20%,9.10%,0,-
Oner,,58,60.30%,4.8,2.8,1.9,6.6,6.7,366,70.60%,17.7,435,1.59,0.36,0.42,0.27,218,7,257,39.70%,10.30%,0,6
Only,,14,21.40%,2.9,4.6,3.3,4.9,8,405,69.10%,26.5,624,1.24,0.44,0.31,0.07,-671,-19,-541,42.90%,21.40%,0,1
Opeduy,,1,100%,7,8,2,6,7.5,482,70%,15.9,525,0.83,0.53,0.08,0.15,320,-15,-928,0%,0%,0,1
Orca,,36,52.80%,3.1,1.1,3.9,11,1.4,283,68.70%,8.7,260,3.31,1.76,0.44,0.39,89,-2,-44,33.30%,2.80%,0,1
Orion,,4,0%,1.5,1.5,3,3,9,385,55.60%,25.8,548,0.96,0.44,0.21,0.17,-1506,3,-106,0%,0%,0,1
Orrisot,,4,0%,1.1,2,5.3,3.8,7.3,346,62.10%,15.1,296,0.71,0.29,0.12,0.08,-1032,-25,-798,25%,25%,0,-
Oscarinin,,32,59.40%,3.2,2.5,2.8,6.3,7.7,388,56.90%,18.4,476,0.91,0.28,0.21,0.14,266,8,78,9.40%,18.80%,0,9
Oscure,,46,54.30%,3,0.7,4,11.5,0.8,246,73.90%,6.7,178,3.35,1.86,0.34,0.5,-195,-9,-434,52.20%,10.90%,0,-
Outlandisch,,1,100%,5.7,1,3,16,0.9,284,63%,6.5,203,2.54,1.01,0.27,0.39,-1661,-114,-2391,0%,0%,0,-
Ouzi,,17,23.50%,2.4,3.2,3.1,4.1,9,412,51.50%,22.8,552,1.21,0.36,0.34,0.15,-353,-6,-164,11.80%,23.50%,0,-
Own3r,,21,81%,4.7,5.4,2.9,8.3,7.3,430,69.40%,23.1,638,1.36,0.26,0.26,0.24,1019,21,849,61.90%,4.80%,0,10
Ozgur,,14,0%,3,2,1.6,3,9.5,405,59%,25.1,501,1.13,0.43,0.29,0.08,-306,-1,-162,0%,0%,0,-
PARJIVAL,,5,20%,2.5,3,2.4,3,8.6,381,43.30%,24.5,498,0.76,0.33,0.1,0.08,-336,-12,-490,0%,20%,1,2
PRIDE,,27,44.40%,1.7,2,3.7,4.4,7.4,372,50.50%,20.1,459,1.09,0.44,0.17,0.17,-215,-3,-158,18.50%,18.50%,0,4
Pabu,,18,33.30%,3.1,3.1,3.2,6.8,6.1,347,78%,18.3,476,1.57,0.47,0.36,0.35,213,4,232,33.30%,22.20%,0,-
Paduck,,44,34.10%,3.1,3.8,2.7,4.6,9,423,67.20%,28.2,743,1.3,0.53,0.32,0.19,56,-3,74,11.40%,13.60%,0,8
Pain5,,2,100%,32,10,0.5,6,9.3,534,57.10%,20.7,650,1.51,0.57,0.39,0.24,2086,15,592,50%,0%,1,-
Painful,,14,28.60%,2.6,4.9,3.6,4.2,9,438,62.30%,28.5,693,1.06,0.37,0.19,0.07,138,9,-108,35.70%,0%,0,7
Paixdia,,22,50%,2.5,0.5,4,9.4,0.9,242,64.50%,6.9,167,3.17,1.58,0.39,0.42,-215,-4,-63,18.20%,9.10%,0,-
Paladin,,21,47.60%,3.3,4.9,3,5.1,8.8,435,58.80%,24.6,696,0.81,0.29,0.19,0.07,-163,7,-3,14.30%,4.80%,1,2
Palafox,,24,33.30%,2.8,3.3,2.9,4.6,9,413,58.30%,26.3,637,1.23,0.45,0.27,0.16,-193,-5,-245,12.50%,16.70%,0,6
Pallet,,26,46.20%,2.9,4,4.3,8.2,6.3,376,75.10%,20.3,569,1.46,0.3,0.39,0.27,30,3,14,30.80%,15.40%,0,5
Pan,,33,57.60%,3.8,3.9,2.6,5.9,7.9,399,59.10%,20.9,553,0.93,0.41,0.1,0.17,-30,3,60,27.30%,12.10%,0,19
Panda2,,10,30%,3.4,4.4,2.7,4.8,8.8,423,72.80%,25.6,533,0.91,0.34,0.15,0.12,-246,-7,27,20%,0%,0,3
Panj,,9,44.40%,2.8,0.9,3.3,8.3,1.1,245,62.30%,7.3,181,3.05,1.53,0.34,0.38,-422,-22,-629,0%,22.20%,0,-
Pann,,18,33.30%,2.4,1.1,4.1,8.9,1.1,245,71.20%,7.6,173,3.08,1.49,0.38,0.38,-147,0,71,44.40%,5.60%,0,-
Paparotis,,14,42.90%,3.6,3.9,2.5,5.1,8.3,407,67%,23.1,514,0.68,0.2,0.21,0.03,-689,-12,-240,21.40%,7.10%,0,3
PapiTeero,,34,52.90%,3.1,3,3,6.4,7.2,382,52.20%,21.3,578,0.91,0.34,0.14,0.13,210,8,96,17.60%,5.90%,0,14
Parasite,,24,66.70%,4.3,1.5,3.3,12.8,1,290,78.20%,10.1,305,3.33,1.75,0.36,0.44,434,-5,126,37.50%,12.50%,0,1
Paresz,,19,42.10%,2.5,3,3.5,5.5,6.6,356,61.90%,23.5,570,1.26,0.25,0.3,0.2,12,10,217,26.30%,10.50%,0,4
Parus,,46,80.40%,3.5,1.3,3.9,12.5,1.1,269,71.80%,7.8,234,3.59,1.73,0.43,0.39,163,-2,51,43.50%,13%,0,4
Passzi,,18,33.30%,2.4,0.6,4.3,9.7,0.9,235,72.20%,6.1,160,2.74,1.5,0.25,0.43,-99,-5,-290,22.20%,5.60%,0,1
Pasu,,18,11.10%,2.2,2.2,4.2,7.2,5.1,318,76.50%,14.2,339,1.09,0.26,0.26,0.21,-481,-25,-1000,38.90%,5.60%,0,3
Patch,,47,53.20%,2.9,0.9,3.7,9.7,1,252,68.30%,5.8,155,3.71,1.94,0.45,0.6,61,0,-19,36.20%,10.60%,0,3
PatkicaA,,26,80.80%,3.4,3.6,2.7,5.5,7.3,409,48.70%,19.2,553,0.81,0.3,0.11,0.11,23,-2,-158,7.70%,15.40%,0,13
Patrik,,21,33.30%,4.6,3.4,1.8,4.7,8.9,408,73%,28.5,636,1.2,0.43,0.35,0.11,-615,-12,-532,23.80%,4.80%,0,2
PatxiElPira,,1,0%,0.8,3,5,1,8.9,415,44.40%,25.5,721,0.82,0.45,0.03,0.18,48,-1,-624,0%,0%,0,-
Paz,,4,0%,1.5,1,2.8,3,7.2,325,39.10%,21.6,418,0.78,0.35,0.13,0.16,-1004,-16,-109,0%,0%,0,-
Peach,,25,44%,4,2,2.6,8.3,6.1,348,88.90%,16.2,389,1.71,0.42,0.43,0.24,224,2,1,24%,12%,0,2
Peagod,,24,75%,4.4,7.4,3.2,6.6,9.5,502,63.60%,32.4,950,0.81,0.28,0.19,0.01,775,8,382,20.80%,16.70%,1,9
Peanut,,41,73.20%,5.6,2,1.8,7.8,6.7,364,74.50%,15.3,382,1.9,0.48,0.49,0.25,251,4,223,51.20%,7.30%,0,1
Pec0,,38,57.90%,4.7,5.2,2.4,6.1,9,440,67.80%,27.6,777,0.76,0.32,0.18,0.03,-63,-2,49,23.70%,13.20%,1,7
Peco,,13,38.50%,2.9,3.8,3.2,5.6,8.7,420,59.50%,26.3,708,1.09,0.38,0.29,0.13,418,9,439,30.80%,23.10%,0,5
Peng,,27,44.40%,2.7,3.1,3.1,5.1,8.2,395,61.20%,24.3,571,0.98,0.41,0.2,0.2,-247,-9,-279,14.80%,7.40%,1,11
Peppe,,28,75%,5.2,5.4,2.4,7.1,9.2,461,60.30%,23.1,706,1.15,0.4,0.23,0.19,177,4,6,10.70%,0%,0,7
PerfecT,,47,51.10%,2.8,2,2.5,4.9,7.8,366,48.30%,19.1,472,1.16,0.45,0.18,0.25,-117,-3,-84,10.60%,10.60%,0,7
Pesho,,13,23.10%,2.8,4.5,3.8,6.2,8.8,413,74.10%,29.4,811,0.76,0.29,0.13,0.09,-88,-3,-186,15.40%,0%,0,3
Peto,,21,47.60%,3.6,0.5,3.1,10.8,0.9,239,73.80%,8,213,3.43,1.71,0.42,0.42,-45,-4,57,47.60%,4.80%,0,-
Petrichor,,3,66.70%,1.9,0.7,5.3,9.7,1,235,59.30%,5.2,151,3.29,1.61,0.3,0.4,-122,-2,-94,0%,33.30%,0,-
Peyz,,40,87.50%,8.4,5.1,1.3,6.1,8.7,460,71.50%,26.4,789,1.54,0.57,0.36,0.16,251,-9,-11,22.50%,2.50%,1,10
Phaell,,11,27.30%,2.3,3.9,3.8,4.7,8.3,400,70.90%,31.6,683,0.85,0.38,0.12,0.09,-317,-6,-282,54.50%,0%,0,13
Phantomles,,18,33.30%,4.9,4.3,2.2,6.3,8.7,420,67.20%,29,701,1.24,0.46,0.25,0.14,-2,-1,-255,11.10%,0%,0,2
