Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
FruityFresh,,14,50%,4.8,5.2,2.4,6.5,8.8,435,60.80%,29.5,829,0.94,0.36,0.2,0.07,-588,-6,-214,0%,7.10%,0,1
Fuuu,,27,40.70%,3.7,2.7,2,4.5,9.3,415,65.20%,29.1,667,1.18,0.44,0.26,0.19,-90,1,64,7.40%,18.50%,0,1
Fynox,,6,33.30%,3.9,7.8,4.2,8.5,8.6,455,67.40%,25.8,760,0.84,0.34,0.18,0.07,-792,0,-76,0%,16.70%,0,1
GALA,,44,54.50%,6.4,3.9,1.5,5.5,8.8,432,70.80%,29.6,731,1.19,0.43,0.31,0.12,153,-,-,-,-,-,-
GRAVE,,33,51.50%,3.9,4.7,2.6,5.4,9.2,442,66.50%,24.1,583,0.86,0.24,0.26,0.06,-189,-5,-2,30.30%,3%,0,3
Gaeng,,32,34.40%,2.2,1,4.4,8.6,1.1,246,74.40%,7.5,175,3.16,1.69,0.42,0.58,-110,-9,-338,43.80%,18.80%,0,2
Gaethan,,35,60%,3.8,5.8,2.8,4.9,8.4,445,67.50%,25.5,646,0.88,0.32,0.15,0.12,853,15,211,20%,5.70%,0,24
Gagai,,4,0%,1.1,3.3,4.5,1.5,9.2,415,40.60%,32.3,837,1.03,0.37,0.27,0.07,-396,-16,-1222,0%,0%,0,4
Gakgos,,14,28.60%,2.4,1.4,2.6,4.8,8.1,373,44.50%,20,443,0.97,0.4,0.14,0.19,-185,0,-53,7.10%,0%,0,2
Galaxy,,19,47.40%,2.2,2.7,3.5,5,8.7,421,56%,25.6,626,1.19,0.47,0.16,0.14,-126,-1,-70,10.50%,21.10%,0,4
Gama,,2,0%,2.1,2,3.5,5.5,7.8,353,60.30%,28.2,683,0.44,0.21,0.14,0,-1328,-24,-472,0%,0%,0,1
Ganks,,20,40%,3.3,2.9,3.6,8.9,6.1,350,75.60%,21.7,600,1.44,0.36,0.3,0.26,-121,-5,-200,35%,10%,0,3
GaraXy,,13,7.70%,2.8,2.5,3.2,6.7,5.4,323,77.90%,17.4,436,1.34,0.3,0.28,0.2,37,-6,-12,30.80%,7.70%,0,2
Gavotto,,33,57.60%,4.4,4.1,2.5,6.9,9.2,440,62.70%,24.9,664,1.29,0.41,0.35,0.12,-267,-4,-61,15.20%,6.10%,0,5
Geju,,12,16.70%,2.2,2.3,3.7,5.7,6.4,350,69.90%,19.6,485,1.64,0.48,0.42,0.2,-102,-,-,-,-,-,-
Gemini,,49,65.30%,3.7,2.7,2.8,7.6,5.7,339,71.10%,19.3,533,1.71,0.56,0.35,0.33,68,-7,-159,55.10%,6.10%,0,7
Giyuu,,31,77.40%,4.9,5.8,2.8,7.7,9.8,483,66.20%,28.1,806,1.35,0.51,0.24,0.17,743,10,567,22.60%,9.70%,0,15
Gjerg,,2,0%,0.9,1,6,4.5,6.5,338,50%,16.2,346,0.96,0.16,0.27,0.21,12,4,-178,50%,0%,0,-
Godtone,,8,0%,0.8,0.5,5.5,3.9,3.9,263,62.90%,11.3,281,1.51,0.55,0.24,0.19,-936,-43,-1415,12.50%,12.50%,0,-
Goldenpenny,,3,33.30%,5.4,4.7,1.7,4.3,9.8,441,77.40%,31.2,729,0.95,0.35,0.27,0.07,307,9,57,33.30%,0%,0,-
Goldmen,,5,20%,1.3,2,5,4.6,7.2,346,46.10%,25.9,576,0.68,0.37,0.05,0.04,-528,-9,-108,20%,20%,0,2
Goodo,,12,16.70%,2,3.7,5,6.2,5.8,354,68.70%,19.8,499,1.04,0.28,0.19,0.22,-70,2,-213,41.70%,0%,0,2
Goot,,13,30.80%,3,2.6,3.2,6.9,6,336,70.60%,18.6,436,1.74,0.49,0.4,0.36,-183,-6,-420,30.80%,15.40%,0,-
Gordinho,,26,46.20%,2.5,0.8,4.9,11.4,1.1,244,69%,6.2,170,3.19,1.67,0.38,0.3,-245,0,-63,23.10%,7.70%,0,-
Gori,,37,59.50%,4.2,4.8,2.2,4.5,9.4,458,67.80%,30.2,836,1.16,0.4,0.32,0.14,126,5,12,16.20%,13.50%,0,13
Grell,,40,52.50%,2.6,2.9,4.3,8.1,6.7,372,74.60%,22.3,571,1.32,0.29,0.31,0.21,-53,2,76,32.50%,7.50%,0,6
Gremy,,14,0%,1.2,1.6,3.6,2.6,5.6,317,79.10%,15.7,275,1.09,0.31,0.26,0.21,-551,-20,-1158,42.90%,0%,0,1
Grevthar,,33,60.60%,5.9,2.8,1.7,7.3,8,383,63.30%,22.3,537,1.26,0.47,0.21,0.22,-474,-14,-285,18.20%,6.10%,0,2
Griffon,,14,14.30%,1.6,3.2,4.8,4.4,8.3,385,56%,26.9,708,1.15,0.44,0.19,0.16,-160,2,-80,14.30%,7.10%,0,4
Grizzly,,51,49%,3.5,2.3,2.6,6.8,6.9,359,72.60%,18.1,460,1.51,0.36,0.39,0.33,169,3,119,43.10%,5.90%,0,9
GuGer,,41,34.10%,2,0.8,3.4,6.2,1.6,241,69.20%,7.1,169,3.33,1.76,0.43,0.45,-159,1,-27,19.50%,7.30%,0,-
GuanGuan,,18,11.10%,1.1,1.6,4,2.8,7.4,347,45.20%,20.2,515,0.99,0.41,0.18,0.13,-781,-10,-331,11.10%,11.10%,0,1
Guapi,,6,33.30%,1.7,2.5,4.5,5.2,7.4,358,43.40%,21,503,0.58,0.15,0.11,0.04,-1809,-20,-921,16.70%,33.30%,0,3
Guertas,,25,56%,4,2.6,3.2,10.1,5.7,345,76.50%,11.9,321,1.3,0.23,0.29,0.22,-243,-10,-259,52%,12%,0,1
Guigo,,31,71%,2.4,3,3.7,5.9,7.7,402,52.40%,22.2,645,1.08,0.38,0.19,0.16,247,7,95,25.80%,16.10%,0,12
Guigs,,26,80.80%,5.7,1.1,2.5,12.9,1.3,283,69.90%,9.1,264,3.96,1.86,0.66,0.46,303,-3,199,23.10%,11.50%,0,2
Gumayusi,,58,60.30%,4.8,3.5,1.8,5.1,9.1,435,64.70%,24.9,613,1.49,0.56,0.4,0.18,114,-4,-229,22.40%,6.90%,0,2
Gury,,43,74.40%,4.4,2.7,2.7,9.4,7,380,67.10%,19.2,579,1.81,0.5,0.46,0.27,-62,9,191,16.30%,7%,0,5
Guwon,,53,47.20%,2.9,2.1,3,6.3,5.7,328,70.80%,14.6,359,1.57,0.33,0.43,0.24,-198,-8,-333,30.20%,5.70%,0,3
H4cker,,35,37.10%,3.8,2.7,2.6,7.2,7.2,367,78.30%,22.6,506,1.6,0.41,0.44,0.23,220,-,-,-,-,-,-
HONOR,,24,66.70%,3.6,1.5,3.8,12.1,1.2,267,68.40%,9.2,257,3.59,1.83,0.44,0.43,179,2,60,37.50%,12.50%,0,2
HRK,,24,29.20%,2.2,1.8,4.1,7.3,5.5,321,69.40%,14.3,369,1.64,0.52,0.42,0.44,-472,-13,-481,29.20%,8.30%,0,3
Hadess,,26,80.80%,4.7,3.1,2.6,9.1,6.3,374,66.90%,15.7,449,1.58,0.33,0.36,0.21,78,5,79,38.50%,3.80%,0,5
Haeri,,35,60%,4.7,4.3,2.3,6.7,9.5,457,63.80%,28.1,775,1.13,0.45,0.25,0.17,278,12,507,25.70%,0%,0,18
Haichao,,42,38.10%,4.5,3.4,1.7,4.4,9.6,436,61.40%,25,615,1.31,0.46,0.36,0.15,-74,-,-,-,-,-,-
HamBak,,48,77.10%,5.6,3.8,2.2,8.4,6.7,388,70.30%,18,536,1.53,0.38,0.4,0.28,413,5,325,47.90%,6.30%,0,3
Hang,,44,54.50%,3,0.5,3,8.6,1.9,256,72.60%,6.9,167,3.66,1.96,0.49,0.51,194,-,-,-,-,-,-
Hans SamD,,52,61.50%,6.2,5.7,1.8,5.3,10.8,495,67.90%,27.1,726,1.47,0.46,0.39,0.12,404,10,416,25%,5.80%,0,6
Hans Sama,,43,67.40%,5.1,4.9,2,5.2,9.4,459,64.30%,26.8,759,1.15,0.38,0.32,0.09,310,8,183,25.60%,0%,0,8
Hantera,,52,61.50%,3.2,0.7,3.7,11,0.9,247,74.20%,6.5,171,3.41,1.73,0.39,0.48,33,-4,-177,34.60%,11.50%,0,1
Haoswen,,8,37.50%,1.8,0.1,5.4,9.5,1,239,64.90%,9.3,203,3.19,1.57,0.4,0.39,-355,-1,-123,12.50%,25%,0,-
Harbo,,12,33.30%,2.8,3.6,3.1,5.2,8.2,399,57.30%,23.3,586,0.89,0.34,0.19,0.06,-130,-1,-9,8.30%,0%,0,5
Harp,,42,64.30%,3.6,1.5,3.5,10.9,2.2,287,69.80%,9.9,285,2.94,1.49,0.39,0.49,393,16,551,31%,16.70%,0,-
Harpoon,,34,64.70%,6.2,4.9,1.6,4.9,10.1,472,69.40%,26.2,693,1.29,0.39,0.36,0.12,174,4,277,14.70%,17.60%,0,7
Harunabi,,4,50%,1.8,1.5,3,3.8,6.8,329,32.60%,19.3,427,0.89,0.36,0.09,0.18,-1002,-19,-679,25%,25%,0,-
Hasagi,,14,35.70%,3,2.5,2.1,3.9,7.6,362,46.80%,19.7,456,0.87,0.37,0.11,0.03,-72,0,137,7.10%,0%,0,3
Hasmed,,42,40.50%,2.1,3,3,3.4,8.1,386,50.60%,24,579,1.2,0.45,0.26,0.27,-12,1,-72,23.80%,9.50%,0,20
Hauz,,19,47.40%,3.7,4.2,2.5,5.1,9,427,75.60%,32,764,1.16,0.44,0.25,0.16,124,0,25,31.60%,5.30%,0,4
HawHaw,,18,38.90%,3.9,4.5,2.5,5.2,9.2,440,63.50%,31.6,895,1.07,0.38,0.21,0.09,32,5,53,22.20%,11.10%,0,9
Hax,,1,0%,2,3,2,1,9.5,393,50%,23.3,487,1.12,0.46,0.04,0.14,-507,-3,-289,0%,0%,0,-
Hazel,,18,38.90%,2.9,5.3,3.4,4.8,7.9,423,73.70%,27.7,774,1.25,0.46,0.28,0.15,-595,-16,-578,16.70%,16.70%,0,2
HeSSZero,,18,27.80%,2.4,2.1,3.1,5.2,7.2,350,56.90%,20.6,494,0.86,0.38,0.16,0.16,-194,0,-91,11.10%,11.10%,0,5
Hena,,45,40%,4,3.2,2.1,5.2,9,417,74%,25.5,592,1.48,0.6,0.36,0.18,-466,-17,-290,15.60%,6.70%,0,4
Heng,,14,42.90%,3.3,2.9,2.8,6.1,6.3,348,77.90%,17.6,409,1.64,0.45,0.43,0.31,-488,-,-,-,-,-,-
Henra,,26,53.80%,4.2,4.3,2.5,6,9.1,430,56%,26.7,657,1.17,0.41,0.22,0.14,290,9,326,19.20%,7.70%,0,13
Heroic,,20,45%,3.5,4.2,2.6,4.9,8.9,429,58.70%,26.4,766,0.94,0.34,0.2,0.05,127,-2,-25,10%,10%,0,5
Hery,,29,44.80%,2.7,2.3,2.9,5.6,8,383,58%,21.5,539,0.94,0.35,0.17,0.15,68,-,-,-,-,-,-
Hexflash,,19,42.10%,2.3,1.3,4.6,9.3,1.5,254,58.40%,9,257,2.5,1.19,0.28,0.27,-119,5,-108,5.30%,5.30%,0,-
HiRit,,29,51.70%,2.9,2.5,2.5,4.8,8.5,403,54.10%,22,559,1.06,0.35,0.2,0.14,208,5,104,3.40%,3.40%,0,8
Hidan,,26,80.80%,4.7,4.2,2.4,7.3,8.2,438,57.50%,25.3,726,0.96,0.33,0.21,0.14,621,14,444,26.90%,15.40%,0,25
Hieu3,,25,44%,2.2,0.5,3.8,7.9,1,239,67.90%,6.3,148,3.76,2.18,0.45,0.64,-47,-1,-222,36%,16%,0,-
Highway,,15,46.70%,2.7,0.9,5.1,12.8,1.4,256,73.50%,7.4,198,3.19,1.5,0.38,0.22,11,6,225,13.30%,26.70%,0,2
Hiro,,21,47.60%,5.5,5.1,1.9,5,9.8,439,62.50%,26.8,696,0.8,0.35,0.19,0.06,68,3,88,33.30%,4.80%,0,1
Hiro02,,32,50%,2.3,2.9,3.6,5.2,7.8,383,52.50%,21.1,539,1.24,0.39,0.31,0.24,264,6,158,3.10%,15.60%,0,12
Hiro1,,13,15.40%,1.8,3.2,4.5,4.8,7.7,393,59.20%,27,670,1.09,0.43,0.16,0.14,-462,-7,-308,0%,15.40%,0,9
Holyphoenix,,33,57.60%,6.9,6.5,1.8,6,9.4,462,69%,26.9,672,0.98,0.3,0.26,0.08,-13,-1,44,21.20%,9.10%,2,7
HongQ,,2,0%,2.2,5,5.5,7,8.4,407,69.40%,30,967,1.22,0.44,0.29,0.12,-100,6,162,0%,0%,0,-
Hoon,,22,50%,1.9,1.7,3.3,4.5,8.3,392,37.80%,20.2,478,1.02,0.33,0.19,0.16,56,3,-51,4.50%,18.20%,0,6
Hoopa,,16,37.50%,2.6,3.8,3.3,4.5,8.6,419,52.80%,21.5,572,1.34,0.57,0.27,0.25,-476,6,214,6.30%,0%,0,1
Hope,,45,60%,4.5,3.6,2.1,5.9,9,436,62.60%,24.9,658,1.48,0.58,0.39,0.17,14,-,-,-,-,-,-
HorangE,,46,37%,1.8,2.7,3.6,3.8,8.1,388,49.40%,19.8,537,0.78,0.29,0.15,0.13,-157,-2,-93,10.90%,13%,0,16
HotPot,,7,28.60%,2.4,1.7,3.9,7.7,5.3,317,77%,17.6,510,1.44,0.32,0.41,0.34,-62,15,324,0%,14.30%,0,-
HowLa,,20,20%,2.5,3.7,3,3.9,8.7,407,68.10%,24.8,583,1.19,0.46,0.32,0.2,-651,-11,-373,25%,5%,1,2
Howling,,52,61.50%,4.4,3.2,2,5.5,8.1,398,53.30%,19.7,531,0.83,0.28,0.17,0.1,197,3,214,11.50%,3.80%,0,12
Hoya,,37,54.10%,2.6,1.9,2.9,5.6,7.5,364,51.20%,17.7,436,1.17,0.44,0.21,0.26,-155,-,-,-,-,-,-
Hugato,,18,33.30%,3.3,3,2.9,6.7,6.4,351,74.80%,18.2,414,1.84,0.38,0.53,0.26,-44,2,42,22.20%,11.10%,0,3
Huhi,,24,33.30%,2.4,0.6,4,8.9,1.5,243,77%,7.7,194,3.87,2.12,0.49,0.51,-72,1,37,33.30%,4.20%,0,1
Humanoid,,32,59.40%,3.7,4,2.7,5.9,9.8,459,66.30%,29.3,771,0.92,0.31,0.26,0.03,-97,2,-68,12.50%,12.50%,0,13
Humble,,8,12.50%,2.7,3.5,3.1,5,9.2,414,52.90%,21.6,530,0.97,0.32,0.3,0.05,-787,-8,-297,25%,0%,0,1
HungryPanda,,29,75.90%,2.9,1.1,4.8,12.8,1.4,271,65.80%,6.7,208,3.34,1.61,0.41,0.47,289,6,150,24.10%,10.30%,0,2
Hunt,,31,58.10%,3.7,4.6,2.9,6.1,9.3,469,67.70%,26.6,718,0.82,0.32,0.14,0.07,76,-1,88,19.40%,9.70%,0,19
Hunter,,7,57.10%,3.4,4,3.3,7.1,7,372,61.70%,23.4,589,1.02,0.34,0.15,0.16,-296,-6,-226,0%,28.60%,0,4
Hybradge,,14,28.60%,3.1,1.9,3.1,7.8,5.9,334,64.50%,13.2,322,0.99,0.26,0.15,0.17,-159,-2,-178,50%,0%,0,2
Hydra,,28,64.30%,5.3,4.5,2.3,7.3,8.4,416,63.50%,23.9,656,1.25,0.51,0.24,0.18,-228,-9,-297,10.70%,7.10%,0,8
Hylissang,,10,20%,1.1,0.6,5.6,5.8,1.8,246,61.90%,7.6,173,2.71,1.37,0.31,0.31,125,8,248,20%,10%,0,-
Hyorai,,25,56%,2.5,1,4.4,9.8,1.1,247,64.20%,8.1,218,3.11,1.44,0.39,0.33,81,3,319,44%,8%,0,1
Hype,,48,77.10%,7.7,4.3,1.5,7.1,8.6,446,63.20%,24.7,733,1.5,0.57,0.31,0.17,251,-3,346,27.10%,6.30%,0,7
Ice,,37,56.80%,6.1,4.5,1.6,5,10.3,465,68.90%,28.1,705,1.47,0.44,0.46,0.13,3,2,139,16.20%,8.10%,1,3
IceBreaker,,20,40%,2.2,3.5,4.5,6.6,7.5,378,57.40%,22.8,628,1.02,0.42,0.13,0.17,-253,-2,7,20%,10%,0,12
IgNar,,21,33.30%,3.4,0.5,2.2,7.2,1.3,234,71.40%,5.3,115,3.46,1.89,0.51,0.53,-75,4,35,28.60%,14.30%,0,-
IgnaVilu,,20,5%,1.6,0.6,4.5,6.8,1.2,231,72.60%,7.7,175,3.57,1.96,0.49,0.64,-343,-22,-820,35%,5%,0,-
Ilgar,,14,42.90%,2.7,2.8,3.9,7.8,6.5,360,65.20%,16.4,445,1.49,0.33,0.35,0.2,75,9,405,28.60%,21.40%,0,-
IlllIma,,12,58.30%,2.2,2.4,3.4,5.1,8,396,44.20%,18.5,557,0.87,0.26,0.19,0.08,-168,3,-182,8.30%,16.70%,0,4
Ilyxou,,13,30.80%,1.8,2.9,3.3,3.2,7.3,382,41.60%,21.7,519,0.62,0.28,0.06,0.05,-72,-7,-136,30.80%,0%,0,9
Imaginer,,18,44.40%,2.5,3.6,3.8,5.8,8.4,413,53%,24.4,603,0.84,0.32,0.16,0.12,70,1,-184,5.60%,16.70%,0,9
Impact,,25,80%,3.8,3.9,2.6,6,6.9,390,53.20%,19.1,553,0.91,0.36,0.13,0.15,573,5,597,28%,20%,0,15
Incursio,,12,75%,4.1,4.8,2.9,7.3,7.4,428,53.40%,22.8,673,0.64,0.23,0.08,0.05,-340,-14,-404,33.30%,0%,0,5
Indecision,,13,46.20%,2.8,2.2,3.5,7.7,5.4,320,68.40%,16.5,405,1.39,0.3,0.36,0.22,-256,-15,-612,38.50%,0%,0,-
Infoneral,,14,57.10%,2,0.9,4.2,7.4,1.1,245,64.30%,8.2,212,3.46,1.82,0.42,0.4,-204,-3,11,35.70%,7.10%,0,-
Innaxe,,18,22.20%,3.4,3.6,2.5,4.9,8.9,416,69.10%,28.6,643,1.29,0.5,0.33,0.09,-333,-4,-67,16.70%,0%,0,5
Ino,,22,36.40%,1.5,0.5,5.3,7.6,1.6,240,63%,6.5,167,3.36,1.66,0.51,0.46,-420,-6,-413,27.30%,18.20%,0,2
Insanity,,16,25%,3.1,3,2.2,3.7,9.2,416,57%,26.7,602,1.31,0.48,0.28,0.16,-326,-9,-413,12.50%,0%,0,5
Inspired,,29,62.10%,6.1,3.1,1.8,8.1,7.4,383,73%,18.4,475,1.36,0.33,0.31,0.17,94,9,378,37.90%,10.30%,0,3
Instinct,,25,64%,4.3,4.5,2.4,6,8.6,429,69%,25.5,731,1.09,0.43,0.29,0.09,-50,-9,-168,28%,4%,1,5
Iobellan,,18,55.60%,2.6,2.6,3,5.3,7.5,375,44%,20.1,511,0.82,0.31,0.16,0.05,-366,-12,-86,16.70%,11.10%,0,8
Irrelevant,,19,57.90%,2.8,2.8,2.6,4.6,7.8,383,56.10%,23.7,548,1.16,0.39,0.24,0.19,171,6,285,0%,21.10%,0,3
Isles,,25,44%,2.1,0.8,4.2,7.9,1.4,248,72.60%,7.4,174,3.53,1.85,0.52,0.44,-134,-3,-63,24%,24%,0,-
Isma,,19,57.90%,3.7,2.2,2.6,7.5,5.8,335,72.30%,15.3,351,1.5,0.34,0.4,0.26,277,3,60,42.10%,5.30%,0,1
Ivan1,,13,7.70%,1.9,4.2,3.8,3.1,8.7,420,59.10%,26.1,602,0.79,0.33,0.19,0.07,53,5,-218,30.80%,0%,1,-
IvanD,,6,33.30%,3.3,4.3,2.5,4,9.2,429,62%,27.5,564,1.05,0.38,0.31,0.07,-169,4,192,0%,16.70%,0,-
Ivok,,21,38.10%,2.1,4.8,4.1,3.9,8.9,447,59.30%,25.7,677,0.88,0.36,0.15,0.05,-526,-9,-386,23.80%,9.50%,0,7
Ivory,,15,33.30%,2.8,2.8,2.3,3.6,9.4,407,59.30%,24.5,565,1.08,0.32,0.28,0.19,-316,-9,-136,20%,6.70%,0,2
Iwandy,,12,25%,1.8,0.3,3.7,6.4,1.5,233,66.70%,7.3,175,3.45,2.06,0.4,0.47,-391,-,-,-,-,-,-
J0J0C,,12,8.30%,2,5.2,4.2,3,8.8,450,59.90%,26.9,705,0.75,0.3,0.12,0.04,-127,-7,40,41.70%,8.30%,0,7
J3rkie,,28,53.60%,2.5,0.9,4.1,9.3,0.9,243,69.50%,6.8,163,2.93,1.53,0.29,0.28,-75,-9,-191,28.60%,10.70%,0,-
JNX,,46,80.40%,5,3.8,2.1,6.8,8.5,426,56.40%,21.7,672,1.23,0.43,0.2,0.13,316,10,145,13%,4.30%,0,19
JaVa,,13,23.10%,4.1,4.5,2.5,6,8.5,415,71.50%,26.2,722,1.09,0.47,0.23,0.13,-50,10,-21,7.70%,7.70%,0,2
JackeyLove,,54,72.20%,4.9,4,2.1,6.1,8.6,436,67.80%,26.2,704,1.47,0.48,0.45,0.14,94,0,60,3.70%,0%,0,2
Jackies,,21,33.30%,3.4,4.3,2.5,4.1,9.7,443,76.30%,33.2,737,1.16,0.4,0.28,0.12,-65,1,163,33.30%,14.30%,0,3
Jackspektra,,43,69.80%,5.9,6.1,2.1,6.1,9.5,486,73.40%,27.8,738,1.11,0.36,0.34,0.04,571,7,173,39.50%,2.30%,1,8
Jaguar,,13,53.80%,2.3,2.2,3.8,6.6,7,353,46.20%,20.8,611,0.68,0.31,0.1,0.03,-748,-11,-333,7.70%,15.40%,0,8
Jankos,,14,28.60%,3.3,1.6,2.7,7.4,6,334,80.90%,16.9,367,1.87,0.6,0.44,0.26,-195,1,107,42.90%,7.10%,0,-
Jann,,7,14.30%,1.1,1.4,3.1,2,8.9,377,50.90%,23.8,373,0.57,0.35,0.08,0.03,-442,1,82,14.30%,14.30%,0,3
Jauny,,20,40%,3,2.7,2.7,5.4,7.3,368,50%,18.2,474,0.91,0.35,0.16,0.19,-232,-10,-180,15%,5%,0,4
Javier,,18,11.10%,2.2,1.9,2.4,3.4,9,398,60.90%,29.4,628,1.14,0.45,0.27,0.2,-109,-5,-69,11.10%,0%,0,1
Jcom,,2,100%,7.2,4,2.5,14,6.6,403,64.30%,23.4,734,1.61,0.41,0.3,0.21,-60,10,610,100%,0%,0,1
Jejky,,22,45.50%,2.4,2.7,3.9,6.6,6.1,350,70.20%,18.1,474,1.52,0.35,0.36,0.32,-112,5,-29,27.30%,13.60%,0,-
Jenkins,,28,42.90%,2.9,3.8,3.4,6,7.5,389,57.90%,23.8,682,1.11,0.43,0.19,0.2,362,6,295,25%,7.10%,0,18
Jensen,,25,44%,3,3.7,2.8,4.6,9.7,432,66.60%,27.4,673,1.04,0.34,0.26,0.1,-257,-2,-106,8%,20%,0,3
Jenxas,,14,7.10%,1,1.2,5.1,4.1,5.6,309,63.90%,15.2,319,1.11,0.25,0.23,0.22,-985,-13,-735,28.60%,0%,0,-
Jeskla,,18,44.40%,4.3,4.7,2.3,5.1,8.9,435,70.10%,29.8,779,1.23,0.58,0.24,0.18,2,4,33,27.80%,5.60%,1,1
Jett,,32,34.40%,2.7,4.3,3.5,5.2,9.3,451,73.90%,31.3,744,0.99,0.26,0.29,0.14,280,1,-99,28.10%,12.50%,0,3
Jezu,,57,57.90%,5.5,4.9,1.8,5.1,10.1,460,68.30%,27.6,731,1.27,0.48,0.28,0.18,261,2,75,22.80%,10.50%,0,9
JiT,,18,33.30%,2.4,2.9,4.1,7,6.3,370,65.20%,19.9,554,1.33,0.31,0.27,0.22,-293,2,-55,22.20%,0%,0,4
Jiejie,,31,41.90%,3.4,2.5,2.6,6.2,7.1,368,73.80%,22.6,538,1.84,0.42,0.55,0.22,-104,-,-,-,-,-,-
JimieN,,35,62.90%,3.8,3.3,2.2,5,9.3,434,59.60%,25.1,695,1.32,0.42,0.37,0.15,95,1,121,17.10%,2.90%,0,14
Jimsnop,,14,42.90%,2.6,3.8,3,4.1,8.5,403,61.20%,26.7,601,0.95,0.32,0.2,0.04,-285,-6,-274,0%,7.10%,0,3
Jiwoo,,40,32.50%,2.5,2.9,2.8,4.2,8.7,402,69.70%,27.9,651,1.2,0.5,0.29,0.14,-410,-8,-244,25%,12.50%,0,10
JoJo,,35,51.40%,3.6,0.7,2.8,9.6,1.3,248,73.10%,8.3,229,3.38,1.66,0.42,0.44,96,0,129,28.60%,14.30%,0,-
Joao,,26,65.40%,4.4,0.8,2.7,10.9,1,264,66.80%,7.1,190,2.92,1.51,0.24,0.39,177,-2,144,30.80%,7.70%,0,-
Joexy,,14,0%,1.1,0.4,5.4,5.6,1.1,227,75.10%,9.1,183,2.99,1.57,0.39,0.38,-168,2,33,7.10%,35.70%,0,-
Johnmofo,,8,25%,1.3,2,4.3,3.6,7.1,351,51%,21.4,453,0.78,0.36,0.11,0.08,-1181,-20,-331,0%,37.50%,0,3
Jool,,20,20%,3.4,3,2.2,4.5,9.2,413,71.10%,27.9,637,1.16,0.47,0.24,0.2,-49,-4,-55,20%,10%,0,4
Jopa,,50,66%,5.9,5.8,2.2,7.3,9.6,467,76.60%,28.4,782,1.09,0.39,0.28,0.14,239,1,11,36%,10%,0,10
Josedeodo,,33,51.50%,5.2,3.2,2.5,9.5,6.1,359,71.90%,18.6,512,1.64,0.37,0.44,0.27,4,-2,-255,15.20%,0%,0,4
Juhan,,21,33.30%,2.5,1.5,3.1,6.5,5.8,322,74.10%,15.3,345,1.96,0.64,0.52,0.36,-150,-5,-238,42.90%,9.50%,0,1
Juice,,23,26.10%,1.7,2.5,3.9,4.2,7.8,373,61.80%,18.5,440,1.04,0.35,0.22,0.21,2,-,-,-,-,-,-
Jujutw0,,27,55.60%,5.3,5.5,1.9,4.6,9.7,455,60.70%,27.4,718,1.01,0.35,0.3,0.06,305,12,245,44.40%,7.40%,0,8
Julbu,,10,60%,4.7,2,3.2,13.1,5.2,339,71.40%,17,525,1.11,0.28,0.22,0.26,-88,-13,-354,60%,0%,0,1
Juliera,,12,25%,3,3.4,2.3,3.6,8.9,409,61.20%,25,547,1.17,0.45,0.28,0.07,-762,-13,-409,8.30%,25%,0,2
Jun,,32,59.40%,3.3,0.4,3.1,10,1,253,69.70%,6.4,167,3.74,1.97,0.44,0.45,-71,-9,-119,34.40%,15.60%,0,1
JunJia,,28,89.30%,7.4,3.6,1.6,8.6,7.6,412,68.20%,19.8,580,1.78,0.45,0.42,0.24,698,18,812,46.40%,7.10%,0,6
Juzu,,14,57.10%,3.4,3.1,3.1,7.4,7.1,369,50.30%,21.4,595,0.89,0.41,0.11,0.12,-667,-16,-219,14.30%,14.30%,0,9
Jwei,,33,48.50%,2.6,0.5,3.6,8.7,1.1,235,67.50%,7,165,3.47,1.95,0.39,0.59,-390,-,-,-,-,-,-
KARIMKT,,24,66.70%,3.8,2.5,3.4,10.4,5.4,341,65.40%,13.7,376,1.28,0.37,0.2,0.32,-95,0,-158,25%,0%,0,2
KERUSHA,,21,57.10%,3.7,4.8,3,6.4,8.4,437,56.80%,23.2,684,0.99,0.4,0.19,0.09,-166,0,-51,14.30%,4.80%,0,5
KaSing,,14,35.70%,3.2,0.9,3.6,10.7,1.1,243,74.20%,7,195,3.22,1.68,0.36,0.44,-92,0,-2,28.60%,0%,0,-
Kabbie,,18,11.10%,1.8,0.8,4,6.6,1,225,70.80%,8.1,159,3.49,2.01,0.33,0.5,-88,-7,-313,22.20%,22.20%,0,-
Kadir,,13,30.80%,3.2,2.9,2.8,6.2,6.1,355,75%,17.9,425,1.37,0.3,0.3,0.23,-2,-3,-81,38.50%,7.70%,0,2
Kael,,45,60%,3,0.9,3.3,9.2,1.2,255,68.10%,7,184,3.84,2.08,0.47,0.6,69,-,-,-,-,-,-
Kaine,,24,54.20%,3.8,4.1,2.8,6.8,9.1,444,61.80%,30.4,792,0.97,0.36,0.18,0.1,313,6,253,20.80%,12.50%,0,17
Kaiwing,,49,65.30%,4.7,0.8,2.2,9.7,1.6,263,70.90%,6.1,170,3.61,1.89,0.51,0.42,211,1,99,36.70%,12.20%,0,-
